x accelerometer,y accelerometer,z accelerometer,x gyro,y gyro,z gyro,surface
0.043213,0.062988,-0.824219,0.106812,-1.190186,1.403808,tile
0.069336,-0.033447,-0.970215,3.097534,0.579834,1.51062,tile
-0.047607,-0.083252,-1.208496,2.212524,1.480102,2.212524,tile
-0.049072,-0.004395,-1.014648,0.900268,0.534058,2.593994,tile
-0.024414,-0.052002,-0.988281,-0.442505,0.534058,2.349854,tile
-0.039551,-0.052246,-1.05127,0.228882,0.732422,2.5177,tile
0.029053,-0.009277,-0.9646,-0.045776,-1.373291,2.63977,tile
0.062988,-0.102539,-0.913818,1.708984,0.167847,2.13623,tile
-0.009033,-0.093262,-1.085449,2.075195,0.747681,1.998901,tile
0.047119,-0.011963,-0.964355,1.251221,0.045776,2.075195,tile
-0.030273,-0.056396,-1.080322,1.480102,1.358032,1.953125,tile
-0.024902,-0.121094,-1.078369,-0.030518,0.152588,2.624511,tile
0.002686,-0.043213,-0.888428,0.488281,0.350952,2.700805,tile
0.003906,-0.093994,-1.033203,0.183105,1.113892,2.288818,tile
0.006348,-0.065186,-0.994873,1.068115,-0.335693,2.090454,tile
0.040283,-0.017822,-0.970947,1.861572,0.061035,1.174927,tile
0.010254,-0.049072,-1.091064,1.968384,0.640869,0.610352,tile
-0.043213,-0.085205,-0.904785,1.678467,0.106812,0.686645,tile
-0.009277,0.023438,-1.007813,1.647949,0.167847,1.403808,tile
-0.043945,-0.041504,-1.133301,2.075195,0.488281,1.159668,tile
0.051514,-0.007324,-0.933105,0.671387,0.457764,1.647949,tile
-0.085938,-0.005127,-0.932861,-0.50354,0.961304,2.655029,tile
-0.043213,-0.019043,-1.178467,0.778198,-0.12207,3.112793,tile
0.001709,0.00708,-0.976074,0.152588,-0.671387,2.792358,tile
0.015869,-0.092529,-0.899414,-1.159668,0.167847,3.433227,tile
-0.055664,-0.053711,-1.118896,-0.076294,-0.549316,3.64685,tile
-0.019287,-0.04248,-0.982422,0.350952,-0.717163,2.685547,tile
0.018066,-0.050049,-0.984131,0.244141,-1.464844,2.182007,tile
0.024902,-0.038574,-1.018311,-0.030518,-0.457764,2.182007,tile
-0.016113,-0.041504,-1.012207,0.50354,-0.396728,2.288818,tile
0.057617,-0.074219,-0.939453,0.259399,-0.579834,1.159668,tile
0.001221,-0.080322,-1.044678,0.473022,0.747681,1.022339,tile
-0.050293,-0.05957,-0.963623,2.029419,0.671387,1.89209,tile
-0.02417,-0.062012,-0.915039,0.808716,0.534058,1.602173,tile
-0.021973,-0.061279,-1.022461,1.266479,0.595093,1.327515,tile
0.033447,-0.045898,-1.071777,2.090454,-0.091553,0.961304,tile
0.011719,-0.016846,-1.043457,0.869751,0.915527,0.259399,tile
-0.00708,-0.067383,-0.932373,0.198364,-0.045776,0.183105,tile
0.036865,-0.014648,-0.987061,1.602173,1.434326,0.366211,tile
-0.011719,-0.0896,-1.104736,1.663208,1.403808,0.564575,tile
-0.010986,0.025635,-0.906006,1.373291,1.083374,0.518799,tile
-0.088135,-0.053955,-1.083496,0.808716,0.88501,0.808716,tile
0.053711,-0.005127,-0.971191,1.693725,0.411987,1.770019,tile
-0.050537,-0.124023,-1.060303,-0.793457,1.159668,1.327515,tile
-0.015625,-0.006592,-0.992188,1.022339,-0.396728,1.89209,tile
0.080322,-0.013428,-0.949951,1.449585,0.564575,0.457764,tile
-0.03125,-0.043213,-1.095703,-0.061035,0.793457,1.693725,tile
-0.057617,0.016357,-1.054443,0.442505,-0.106812,1.647949,tile
0.048096,-0.090088,-1.043701,0.579834,0.50354,0.518799,tile
-0.081787,-0.045166,-0.930664,1.00708,-0.091553,0.747681,tile
0.043457,0.001221,-0.952393,0.0,0.442505,1.052856,tile
-0.07959,-0.108643,-1.149902,-0.305176,-0.549316,0.915527,tile
0.052979,0.049072,-0.841064,1.052856,-1.083374,1.525879,tile
0.018555,-0.159668,-1.079346,0.12207,0.671387,1.113892,tile
0.038086,-0.021973,-1.002686,1.754761,0.518799,2.670288,tile
-0.090332,-0.084473,-0.969482,0.778198,1.281738,1.708984,tile
-0.08252,-0.015625,-0.961426,1.342773,0.106812,1.922607,tile
0.022705,-0.081543,-1.101318,2.365112,-0.12207,1.434326,tile
0.01416,0.031982,-1.077148,0.930786,0.38147,1.464844,tile
-0.015625,-0.055176,-0.970215,-0.946045,0.701904,1.541138,tile
-0.089111,-0.028809,-1.077637,-0.961304,-1.159668,1.63269,tile
0.066162,-0.054688,-0.884033,1.953125,-1.022339,1.968384,tile
0.088623,0.006836,-1.113037,0.457764,0.732422,1.663208,tile
-0.107178,-0.081055,-1.001221,-0.610352,0.427246,3.067016,tile
-0.025879,-0.018311,-0.835205,1.861572,-0.427246,2.990722,tile
0.044922,-0.114258,-1.110596,1.251221,1.022339,2.365112,tile
-0.045166,-0.053467,-1.256104,0.900268,1.266479,2.39563,tile
-0.043701,-0.105225,-0.820068,0.106812,-1.144409,1.708984,tile
0.049561,-0.045654,-0.821045,-1.708984,-0.457764,3.112793,tile
-0.126221,-0.13208,-1.222168,0.793457,-0.396728,3.204345,tile
0.147949,0.025391,-0.92627,1.89209,-1.846313,1.037598,tile
0.180908,-0.129395,-0.968018,-1.022339,1.815796,0.38147,tile
-0.275146,-0.085449,-1.125977,0.946045,2.044678,2.929687,tile
-0.057129,-0.015137,-0.962402,0.62561,0.427246,1.754761,tile
0.086426,-0.102051,-0.898193,-0.961304,0.137329,0.564575,tile
-0.022217,-0.110352,-1.020752,1.89209,1.266479,2.593994,tile
0.048096,-0.048584,-1.077393,1.663208,-0.091553,2.319336,tile
0.053711,0.003174,-0.984131,-0.274658,0.839233,1.846313,tile
-0.146729,-0.105957,-1.036621,0.946045,0.823975,1.419067,tile
0.094971,0.044922,-1.014404,1.846313,-0.061035,1.38855,tile
-0.018799,-0.056641,-1.059326,-0.793457,1.831055,1.541138,tile
-0.132568,-0.029541,-1.044189,-0.854492,0.640869,2.334595,tile
0.039551,-0.013672,-0.877686,0.274658,-1.022339,1.235962,tile
0.10083,-0.022949,-1.040771,-0.183105,0.656128,0.152588,tile
0.015869,-0.042236,-1.037842,1.663208,0.549316,0.518799,tile
0.03833,0.024658,-0.942383,0.900268,1.419067,-0.762939,tile
-0.144775,-0.107422,-1.047607,0.289917,0.183105,-0.930786,tile
-0.004883,-0.064941,-1.048584,1.63269,-0.38147,-0.12207,tile
0.044434,0.001709,-0.975098,0.152588,0.488281,0.244141,tile
-0.02832,-0.01001,-1.06665,-1.480102,0.778198,0.305176,tile
0.011475,-0.047119,-0.980469,0.045776,-0.518799,1.235962,tile
0.0271,-0.057129,-0.918213,-0.244141,0.946045,1.373291,tile
-0.030273,-0.062012,-1.195313,-0.839233,0.12207,1.678467,tile
-0.035156,-0.03125,-0.936523,0.564575,-0.549316,1.617432,tile
0.053711,-0.074951,-0.937744,-0.762939,0.076294,1.937866,tile
-0.090088,0.005127,-1.034668,0.717163,0.62561,2.532959,tile
0.018799,-0.086426,-1.088135,0.411987,0.061035,2.39563,tile
0.011475,-0.01416,-0.956543,-0.427246,0.0,2.105713,tile
-0.020752,-0.029297,-0.993164,1.098633,0.595093,2.01416,tile
0.004395,-0.03833,-1.07251,0.518799,0.411987,1.113892,tile
0.033691,-0.066162,-0.985352,0.457764,0.411987,0.045776,tile
-0.04248,-0.026123,-0.98584,0.991821,0.778198,-0.030518,tile
-0.097656,-0.060059,-0.963867,1.159668,0.167847,0.350952,tile
0.063965,-0.079346,-0.91333,1.831055,-0.610352,-0.198364,tile
0.075684,0.009033,-1.099609,1.861572,1.205444,-0.198364,tile
-0.059814,-0.079834,-1.027832,1.068115,1.159668,-0.244141,tile
0.024658,-0.008545,-0.94165,0.579834,0.961304,-0.015259,tile
-0.068604,-0.141357,-1.133789,1.327515,0.808716,-0.366211,tile
0.048828,0.033447,-0.919678,1.327515,0.473022,0.320435,tile
-0.031982,-0.125244,-1.101318,-1.708984,0.579834,-0.854492,tile
0.049316,0.026123,-0.865967,1.419067,-0.549316,0.915527,tile
-0.015137,-0.071045,-1.117188,0.259399,1.068115,-0.030518,tile
-0.03833,-0.025391,-0.998291,-0.045776,-0.915527,0.488281,tile
0.149658,-0.095703,-0.960938,0.030518,0.518799,0.747681,tile
-0.09082,-0.024658,-1.031738,-0.366211,0.534058,1.739502,tile
0.051514,-0.0354,-0.9021,0.717163,0.12207,0.671387,tile
0.013428,-0.032715,-1.130859,0.793457,0.869751,0.717163,tile
-0.031494,0.055176,-1.077881,0.88501,0.808716,1.281738,tile
-0.006348,-0.057617,-0.967041,-0.152588,0.808716,-0.564575,tile
-0.055908,-0.031738,-0.935547,-0.869751,-0.030518,-0.183105,tile
-0.000244,-0.01123,-0.949219,1.800537,-0.320435,0.244141,tile
0.030273,0.045166,-1.130615,0.762939,1.00708,-0.457764,tile
-0.052002,-0.105957,-1.067139,-0.030518,-0.213623,-1.037598,tile
0.064697,-0.082275,-0.900635,0.045776,0.244141,-0.656128,tile
-0.053711,-0.059082,-0.929199,0.823975,1.449585,0.411987,tile
